"","h1","h2","h3","h4","h5","h6","h12"
"2010-01-01",1.03167744957675,1.03167744957675,1.03167744957675,1.03167744957675,1.03167744957675,1.03167744957675,1.03167744957675
"2010-02-01",0.952450281894013,0.952450281894013,0.952450281894013,0.952450281894013,0.952450281894013,0.952450281894013,0.952450281894013
"2010-03-01",0.912534034046431,0.912534034046431,0.912534034046431,0.912534034046431,0.912534034046431,0.912534034046431,0.912534034046431
"2010-04-01",0.924545943709809,0.924545943709809,0.924545943709809,0.924545943709809,0.924545943709809,0.924545943709809,0.924545943709809
"2010-05-01",0.858821153742095,0.858821153742095,0.858821153742095,0.858821153742095,0.858821153742095,0.858821153742095,0.858821153742095
"2010-06-01",0.936165984180004,0.936165984180004,0.936165984180004,0.936165984180004,0.936165984180004,0.936165984180004,0.936165984180004
"2010-07-01",1.02658298743759,1.02658298743759,1.02658298743759,1.02658298743759,1.02658298743759,1.02658298743759,1.02658298743759
"2010-08-01",0.999424244622382,0.999424244622382,0.999424244622382,0.999424244622382,0.999424244622382,0.999424244622382,0.999424244622382
"2010-09-01",1.03762279860913,1.03762279860913,1.03762279860913,1.03762279860913,1.03762279860913,1.03762279860913,1.03762279860913
"2010-10-01",1.08823460262402,1.08823460262402,1.08823460262402,1.08823460262402,1.08823460262402,1.08823460262402,1.08823460262402
"2010-11-01",1.11313600827856,1.11313600827856,1.11313600827856,1.11313600827856,1.11313600827856,1.11313600827856,1.11313600827856
"2010-12-01",1.04753625215492,1.04753625215492,1.04753625215492,1.04753625215492,1.04753625215492,1.04753625215492,1.04753625215492
"2011-01-01",1.22669237880535,1.22669237880535,1.22669237880535,1.22669237880535,1.22669237880535,1.22669237880535,1.22669237880535
"2011-02-01",1.26453297912477,1.26453297912477,1.26453297912477,1.26453297912477,1.26453297912477,1.26453297912477,1.26453297912477
"2011-03-01",1.27653077634298,1.27653077634298,1.27653077634298,1.27653077634298,1.27653077634298,1.27653077634298,1.27653077634298
"2011-04-01",1.30064289253573,1.30064289253573,1.30064289253573,1.30064289253573,1.30064289253573,1.30064289253573,1.30064289253573
"2011-05-01",1.36406696170894,1.36406696170894,1.36406696170894,1.36406696170894,1.36406696170894,1.36406696170894,1.36406696170894
"2011-06-01",1.37525462921921,1.37525462921921,1.37525462921921,1.37525462921921,1.37525462921921,1.37525462921921,1.37525462921921
"2011-07-01",1.38659302055002,1.38659302055002,1.38659302055002,1.38659302055002,1.38659302055002,1.38659302055002,1.38659302055002
"2011-08-01",1.47429117316813,1.47429117316813,1.47429117316813,1.47429117316813,1.47429117316813,1.47429117316813,1.47429117316813
"2011-09-01",1.48568306443622,1.48568306443622,1.48568306443622,1.48568306443622,1.48568306443622,1.48568306443622,1.48568306443622
"2011-10-01",1.50898003915492,1.50898003915492,1.50898003915492,1.50898003915492,1.50898003915492,1.50898003915492,1.50898003915492
"2011-11-01",1.50743784475704,1.50743784475704,1.50743784475704,1.50743784475704,1.50743784475704,1.50743784475704,1.50743784475704
"2011-12-01",1.55734574595234,1.55734574595234,1.55734574595234,1.55734574595234,1.55734574595234,1.55734574595234,1.55734574595234
"2012-01-01",1.54094102868223,1.54094102868223,1.54094102868223,1.54094102868223,1.54094102868223,1.54094102868223,1.54094102868223
"2012-02-01",1.53956854779738,1.53956854779738,1.53956854779738,1.53956854779738,1.53956854779738,1.53956854779738,1.53956854779738
"2012-03-01",1.61406566901539,1.61406566901539,1.61406566901539,1.61406566901539,1.61406566901539,1.61406566901539,1.61406566901539
"2012-04-01",1.57403605185626,1.57403605185626,1.57403605185626,1.57403605185626,1.57403605185626,1.57403605185626,1.57403605185626
"2012-05-01",1.58502018584592,1.58502018584592,1.58502018584592,1.58502018584592,1.58502018584592,1.58502018584592,1.58502018584592
"2012-06-01",1.59557646126522,1.59557646126522,1.59557646126522,1.59557646126522,1.59557646126522,1.59557646126522,1.59557646126522
"2012-07-01",1.63139881200189,1.63139881200189,1.63139881200189,1.63139881200189,1.63139881200189,1.63139881200189,1.63139881200189
"2012-08-01",1.46541278228955,1.46541278228955,1.46541278228955,1.46541278228955,1.46541278228955,1.46541278228955,1.46541278228955
