"","h1","h2","h3","h4","h5","h6","h12"
"2010-01-01",0.779777790776492,0.779777790776492,0.779777790776492,0.779777790776492,0.779777790776492,0.779777790776492,0.779777790776492
"2010-02-01",0.623457605919242,0.623457605919242,0.623457605919242,0.623457605919242,0.623457605919242,0.623457605919242,0.623457605919242
"2010-03-01",0.778866776223097,0.778866776223097,0.778866776223097,0.778866776223097,0.778866776223097,0.778866776223097,0.778866776223097
"2010-04-01",1.40068753339087,1.40068753339087,1.40068753339087,1.40068753339087,1.40068753339087,1.40068753339087,1.40068753339087
"2010-05-01",0.466532760362881,0.466532760362881,0.466532760362881,0.466532760362881,0.466532760362881,0.466532760362881,0.466532760362881
"2010-06-01",1.3985110032241,1.3985110032241,1.3985110032241,1.3985110032241,1.3985110032241,1.3985110032241,1.3985110032241
"2010-07-01",1.24175408829821,1.24175408829821,1.24175408829821,1.24175408829821,1.24175408829821,1.24175408829821,1.24175408829821
"2010-08-01",1.24047045546938,1.24047045546938,1.24047045546938,1.24047045546938,1.24047045546938,1.24047045546938,1.24047045546938
"2010-09-01",1.08436075280274,1.08436075280274,1.08436075280274,1.08436075280274,1.08436075280274,1.08436075280274,1.08436075280274
"2010-10-01",1.70201820809552,1.70201820809552,1.70201820809552,1.70201820809552,1.70201820809552,1.70201820809552,1.70201820809552
"2010-11-01",1.23631691553818,1.23631691553818,1.23631691553818,1.23631691553818,1.23631691553818,1.23631691553818,1.23631691553818
"2010-12-01",0.617681135758374,0.617681135758374,0.617681135758374,0.617681135758374,0.617681135758374,0.617681135758374,0.617681135758374
"2011-01-01",2.9296513105816,2.9296513105816,2.9296513105816,2.9296513105816,2.9296513105816,2.9296513105816,2.9296513105816
"2011-02-01",1.07754480975224,1.07754480975224,1.07754480975224,1.07754480975224,1.07754480975224,1.07754480975224,1.07754480975224
"2011-03-01",0.922840342841624,0.922840342841624,0.922840342841624,0.922840342841624,0.922840342841624,0.922840342841624,0.922840342841624
"2011-04-01",1.69003292770391,1.69003292770391,1.69003292770391,1.69003292770391,1.69003292770391,1.69003292770391,1.69003292770391
"2011-05-01",1.22762159044143,1.22762159044143,1.22762159044143,1.22762159044143,1.22762159044143,1.22762159044143,1.22762159044143
"2011-06-01",1.53276301334735,1.53276301334735,1.53276301334735,1.53276301334735,1.53276301334735,1.53276301334735,1.53276301334735
"2011-07-01",1.37781478426788,1.37781478426788,1.37781478426788,1.37781478426788,1.37781478426788,1.37781478426788,1.37781478426788
"2011-08-01",2.2928482868867,2.2928482868867,2.2928482868867,2.2928482868867,2.2928482868867,2.2928482868867,2.2928482868867
"2011-09-01",1.22106344801978,1.22106344801978,1.22106344801978,1.22106344801978,1.22106344801978,1.22106344801978,1.22106344801978
"2011-10-01",1.98158190471993,1.98158190471993,1.98158190471993,1.98158190471993,1.98158190471993,1.98158190471993,1.98158190471993
"2011-11-01",1.21781058276369,1.21781058276369,1.21781058276369,1.21781058276369,1.21781058276369,1.21781058276369,1.21781058276369
"2011-12-01",1.21657595010198,1.21657595010198,1.21657595010198,1.21657595010198,1.21657595010198,1.21657595010198,1.21657595010198
"2012-01-01",2.73279470334025,2.73279470334025,2.73279470334025,2.73279470334025,2.73279470334025,2.73279470334025,2.73279470334025
"2012-02-01",1.061075039134,1.061075039134,1.061075039134,1.061075039134,1.061075039134,1.061075039134,1.061075039134
"2012-03-01",1.81680579745773,1.81680579745773,1.81680579745773,1.81680579745773,1.81680579745773,1.81680579745773,1.81680579745773
"2012-04-01",1.20967752179446,1.20967752179446,1.20967752179446,1.20967752179446,1.20967752179446,1.20967752179446,1.20967752179446
"2012-05-01",1.3594311983173,1.3594311983173,1.3594311983173,1.3594311983173,1.3594311983173,1.3594311983173,1.3594311983173
"2012-06-01",1.659438318379,1.659438318379,1.659438318379,1.659438318379,1.659438318379,1.659438318379,1.659438318379
"2012-07-01",1.80768299310792,1.80768299310792,1.80768299310792,1.80768299310792,1.80768299310792,1.80768299310792,1.80768299310792
"2012-08-01",0.301015930338622,0.301015930338622,0.301015930338622,0.301015930338622,0.301015930338622,0.301015930338622,0.301015930338622
"2012-09-01",1.50394805999916,1.50394805999916,1.50394805999916,1.50394805999916,1.50394805999916,1.50394805999916,1.50394805999916
"2012-10-01",1.80225315478921,1.80225315478921,1.80225315478921,1.80225315478921,1.80225315478921,1.80225315478921,1.80225315478921
