"horizon","rmse_rw2","rmse_rw3","rmse_ucsv","ratio_ucsv_rw2","ratio_ucsv_rw3"
"h1",1.55683428519351,1.50697500009897,1.54824069802041,0.994480088693556,1.02738313370742
"h2",1.18412964978047,1.15378092668574,1.17384480083951,0.991314423261953,1.01738967397511
"h3",1.07373701094837,1.03147092549553,1.01984930852807,0.949812941278141,0.988732966988984
"h4",1.01236338653398,0.988553670166041,0.954482697433599,0.942826173022168,0.965534524062088
"h5",0.987054769838726,0.974976458707449,0.93850161332945,0.950810068505915,0.962588998890953
"h6",0.952392200413076,0.963706710228831,0.897367525465904,0.942224773655951,0.931162474994934
"h12",1.03152577067566,1.05282319224524,0.979466747585411,0.949532018908115,0.930324060867818
